# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 07:34:06 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim
Kepler-1987 b,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11330201,0.01070570,-0.00802928,0,,,,
Kepler-1987 b,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11330201,0.01070570,-0.00802928,0,,,,
Kepler-1987 b,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.10973344,0.00981356,-0.00802928,0,,,,
Kepler-1987 b,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09724345,0.04549923,-0.04549923,0,,,,
Kepler-1987 b,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11330201,0.01070570,-0.00802928,0,,,,
Kepler-1987 b,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13471341,,,0,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13114484,0.01248998,-0.00981356,0,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.15130724,,,0,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13114484,0.01248998,-0.00981356,0,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13114484,0.01248998,-0.00981356,0,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.10081202,0.04728351,-0.04728351,0,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1987 c,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11865486,0.01070570,-0.00802928,0,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.29128430,,,0,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.26318183,0.02587211,-0.01873498,0,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.18734977,0.08921418,-0.08921418,0,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.26318183,0.02587211,-0.01873498,0,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23730971,0.02230354,-0.01605855,0,,,,
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.26318183,0.02587211,-0.01873498,0,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.17753621,0.01784284,-0.01248998,0,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.14095840,0.06601849,-0.06601849,0,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.17753621,0.01784284,-0.01248998,0,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.21884238,,,0,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.17129122,0.01605855,-0.01159784,0,,,,
Kepler-1987 e,Kepler-1987,Transit,2023,Kepler,0.95 m Kepler Telescope,0.17753621,0.01784284,-0.01248998,0,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13649769,0.02676425,-0.04371495,0,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23106472,0.08921418,-0.12668413,0,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23106472,0.08921418,-0.12668413,0,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13828197,,,0,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,0.23106472,0.08921418,-0.12668413,0,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1988 b,Kepler-1988,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,0.39432667,0.15880124,-0.04995994,0,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,0.41216950,0.12222342,-0.06512635,0,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,0.39432667,0.15880124,-0.04995994,0,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,0.42474872,,,0,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,0.39432667,0.15880124,-0.04995994,0,,,,
Kepler-1989 b,Kepler-1989,Transit,2023,Kepler,0.95 m Kepler Telescope,0.33009246,0.09813560,-0.09813560,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.34525887,0.13292913,-0.05442065,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.34525887,0.13292913,-0.05442065,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.25872112,0.03568567,-0.01248998,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.27700000,0.05000000,-0.05000000,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.34525887,0.13292913,-0.05442065,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.33901388,0.10705701,-0.10705701,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.27736688,0.00704792,-0.00704792,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.27005085,0.01275761,-0.01115175,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.26407351,0.00624498,-0.00535284,0,,,,
Kepler-199 b,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.36220956,0.14006626,-0.05620493,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.28102418,0.00713712,-0.00624498,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.36220956,0.14006626,-0.05620493,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.31314176,0.04282281,-0.01516641,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.29000000,0.05200000,-0.05200000,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.34793529,0.11597843,-0.11597843,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.32607726,0.01971630,-0.03532875,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.36220956,0.14006626,-0.05620493,0,,,,
Kepler-199 c,Kepler-199,Transit,2014,Kepler,0.95 m Kepler Telescope,0.29119508,0.00785085,-0.00785085,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.33544531,0.05798922,-0.04728351,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.33544531,0.05798922,-0.04728351,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.34918430,,,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.30083021,0.00901063,-0.00901063,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.32920032,0.02497997,-0.02497997,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.29173036,0.04817566,-0.02944068,0,,,,
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.33544531,0.05798922,-0.04728351,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09724345,0.00802928,-0.00802928,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.08796518,0.00365778,-0.00365778,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.10589723,,,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.08742989,0.01516641,-0.00892142,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09813560,0.01695069,-0.01427427,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09813560,0.01695069,-0.01427427,0,,,,
Kepler-1990 c,Kepler-1990,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09813560,0.01695069,-0.01427427,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11240986,0.03836210,-0.00892142,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11240986,0.03836210,-0.00892142,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.12570278,0.00686949,-0.00686949,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16468937,,,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.13114484,0.01784284,-0.01873498,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.11240986,0.03836210,-0.00892142,0,,,,
Kepler-1991 b,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.10973344,0.03390139,-0.03390139,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.18021264,0.05442065,-0.05442065,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.21821788,0.00829692,-0.00829692,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.22928044,0.03211710,-0.03211710,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19448691,0.06691063,-0.01427427,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19448691,0.06691063,-0.01427427,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.25943483,,,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19448691,0.06691063,-0.01427427,0,,,,
Kepler-1991 c,Kepler-1991,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.08118490,0.03390139,-0.01159784,0,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09644053,0.00597735,-0.00597735,0,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.09162296,,,0,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.08118490,0.00802928,-0.00446071,0,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.08118490,0.03390139,-0.01159784,0,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.08118490,0.03390139,-0.01159784,0,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,Kepler,0.95 m Kepler Telescope,0.07850848,0.04728351,-0.04728351,0,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,0.39495117,,,0,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,0.36131742,0.16236980,-0.12400771,0,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,0.36131742,0.16236980,-0.12400771,0,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,0.36131742,0.16236980,-0.12400771,0,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,0.35623221,0.01739676,-0.01739676,0,,,,
Kepler-1993 b,Kepler-1993,Transit,2023,Kepler,0.95 m Kepler Telescope,0.37023884,0.11419415,-0.26585825,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05550014,,,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.04549923,0.00535285,-0.00446071,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.04906780,0.02051926,-0.00624499,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.04549923,0.02676425,-0.02676425,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.04906780,0.02051926,-0.00624499,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05486672,0.01052727,-0.01052727,0,,,,
Kepler-1994 b,Kepler-1994,Transit,2023,Kepler,0.95 m Kepler Telescope,0.04906780,0.02051926,-0.00624499,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.37737597,0.49424655,-0.04995994,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.38183668,0.19716333,-0.05888136,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.48175656,0.24979970,-0.24979970,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.37737597,0.49424655,-0.04995994,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.41190187,,,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.37737597,0.49424655,-0.04995994,0,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1995 b,Kepler-1995,Transit,2023,Kepler,0.95 m Kepler Telescope,0.29859985,0.01240077,-0.01240077,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.15077196,0.01695069,-0.01338213,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.15077196,0.01695069,-0.01338213,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.20162404,0.01427427,-0.00624499,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.15077196,0.01695069,-0.01338213,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.20465732,,,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.16236980,0.02854854,-0.02854854,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.17039908,0.00794006,-0.00794006,0,,,,
Kepler-1996 b,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19716333,0.03479353,-0.03479353,0,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19181048,0.02141140,-0.01695069,0,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19181048,0.02141140,-0.01695069,0,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.21696888,0.00927827,-0.00927827,0,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.19181048,0.02141140,-0.01695069,0,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.25069184,0.01784284,-0.00713713,0,,,,
Kepler-1996 c,Kepler-1996,Transit,2023,Kepler,0.95 m Kepler Telescope,0.25095948,,,0,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,0.22392759,0.09635131,-0.02141140,0,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,0.21795024,,,0,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,0.20340833,0.06423421,-0.02497997,0,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,0.22392759,0.09635131,-0.02141140,0,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1997 b,Kepler-1997,Transit,2023,Kepler,0.95 m Kepler Telescope,0.22392759,0.09635131,-0.02141140,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05442065,0.02230354,-0.00535285,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.06193248,,,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05352851,0.00713713,-0.00356857,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05442065,0.02230354,-0.00535285,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.06691063,0.03300925,-0.03300925,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05442065,0.02230354,-0.00535285,0,,,,
Kepler-1998 b,Kepler-1998,Transit,2023,Kepler,0.95 m Kepler Telescope,0.05888136,0.00312250,-0.00312250,0,,,,
Kepler-1999 b,Kepler-1999,Transit,2023,Kepler,0.95 m Kepler Telescope,0.31697797,,,0,,,,
Kepler-1999 b,Kepler-1999,Transit,2023,Kepler,0.95 m Kepler Telescope,0.29351465,0.02319569,-0.02676425,0,,,,
Kepler-1999 b,Kepler-1999,Transit,2023,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-1999 b,Kepler-1999,Transit,2023,Kepler,0.95 m Kepler Telescope,382.10254033,35.34576520,-38.39332153,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.18824192,0.03300925,-0.01516641,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.18824192,0.03300925,-0.01516641,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.15237755,0.00713712,-0.00606655,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.17905286,0.01632619,-0.01632619,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.15817674,0.00472835,-0.00267643,0,0.03051961,0.00409026,-0.00409026,0
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.18824192,0.03300925,-0.01516641,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.17000000,0.01100000,-0.01900000,0,0.02700000,0.00700000,-0.00700000,0
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.17905286,0.01632619,-0.01632619,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.19002587,0.01962709,-0.02319565,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.15880124,0.01695069,-0.01427427,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.17575193,0.01427427,-0.01427427,0,,,,
Kepler-20 b,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.16665180,0.00588813,-0.00303328,0,0.03051946,0.00443633,-0.00453072,0
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.27031896,0.04728351,-0.02141140,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.27031896,0.04728351,-0.02141140,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.25693683,0.01195470,-0.01195470,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.25818583,0.00321171,-0.00294407,0,0.03492451,0.00660734,-0.00660734,0
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.27183513,0.00570970,-0.00499599,0,0.04011579,0.00682755,-0.00704779,0
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.27400000,0.01800000,-0.02800000,0,0.05100000,0.01000000,-0.01200000,0
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.26675039,0.02944068,-0.02408783,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.27121063,0.02587207,-0.01516638,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.28280894,0.02319569,-0.02319569,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.25586582,0.01677224,-0.01106254,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.25693683,0.01195470,-0.01195470,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.27031896,0.04728351,-0.02141140,0,,,,
Kepler-20 c,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.24500000,0.01500000,-0.02700000,0,0.06300000,,,1
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.23374115,0.04103852,-0.01873498,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.25336827,0.02051926,-0.02051926,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.23374115,0.04103852,-0.01873498,0,,,,
Kepler-20 d,Kepler-20,Transit,2011,Kepler,0.95 m Kepler Telescope,0.23463288,0.01873495,-0.01338210,0,,,,
